👿	-4.3
✂	-3.88918063903828
🚫	-3.73336113427857
😕	-3.43211009174312
😐	-3.39119945633707
😦	-3.37074413863405
😿	-3.32494865123922
😒	-3.29254131752393
😩	-3.25738004384184
😑	-2.95924334939094
😠	-2.89132262996942
🍣	-2.57761814090358
😣	-2.4049663157182
😤	-2.38832589849339
💀	-2.37354740061162
🙅	-2.36099527383931
🔫	-2.301919922231
👎	-2.27186544342508
😡	-2.17995242949371
😷	-2.16587603490714
😖	-2.0884704915788
🚶	-2.04391272005951
😔	-2.02960523811337
😫	-2.02713199614954
😶	-2.02541362816592
😨	-2.00312745131476
💔	-1.89646453345267
😞	-1.876967648479
💩	-1.87411161411802
😭	-1.73864965285041
🐸	-1.68318042813456
😪	-1.66981232631619
😴	-1.66907822442565
😓	-1.66800752764056
😲	-1.60825688073394
⚠	-1.59949958298582
😧	-1.58312724371759
👬	-1.55970015663459
👐	-1.35601856969161
😰	-1.33266298074002
👪	-1.31982938998873
☯	-1.21736830423202
😢	-1.18606704964417
💣	-1.18077596470341
😳	-1.12501138655736
🐓	-1.06472668195719
📒	-1.00635006296096
👀	-0.87270082792571
🔪	-0.830596079610969
😟	-0.808715596330275
�	-0.743189239620587
😵	-0.740349158279149
❗	-0.665063478824946
☑	-0.650186884131838
🌀	-0.637169863775368
©	-0.572397671136203
☞	-0.556374565011072
💯	-0.555328158080451
🍝	-0.544680508610977
😥	-0.542691490220345
✋	-0.521610601427115
😯	-0.51029890500148
🔥	-0.450912498766894
😹	-0.436619499300265
🙇	-0.424439040565934
💥	-0.400370876439586
🍫	-0.350893288266537
💸	-0.302446483180428
╭	-0.285078760602389
📖	-0.24830005396654
⚡	-0.235093607816812
━	-0.231639614208421
😅	-0.230720044481513
😱	-0.172111715515142
😬	-0.138995112749721
💭	-0.0262996941896025
😂	-0.00254147639788727
💆	0.0377343438372559
👊	0.0432394535475344
👻	0.0591743119266059
🚗	0.113258360461675
📝	0.113258360461675
☕	0.136111244536241
👇	0.187175483115362
💰	0.190672782874618
👫	0.206859777394868
🏀	0.244094036697248
😈	0.255511644318983
🔮	0.275750311188973
🐼	0.283319432860718
✔	0.285335838767916
😮	0.311213047910296
★	0.344564109382617
®	0.349286814437822
🍔	0.355045871559633
❌	0.355045871559633
🍀	0.366398257540757
♫	0.372809267259927
☔	0.419018100669478
✓	0.42079510703364
🎥	0.450681123158187
🍟	0.507140488559743
☝	0.512017868293386
🍭	0.521149203283438
☁	0.529534227240649
🎅	0.550853813701199
👽	0.554995601357295
💁	0.587862836516769
🌟	0.608791664745747
😏	0.61320449915008
👆	0.618042813455657
🍪	0.618042813455657
✧	0.652778258611736
🙉	0.654862385321102
🙀	0.659883236030025
👼	0.673830043554814
📚	0.679924446842957
✨	0.724420114246149
👣	0.77674786459981
👾	0.828440366972477
💤	0.845579493523005
🐷	0.848165137614679
💉	0.848165137614679
🍃	0.883751064031022
🌿	0.927822865208186
💨	0.938213003589948
🍩	0.944945554317072
👉	0.952193037576976
💏	0.956384825192164
💅	0.963998522258482
🍷	0.994301212080628
🌃	1.0454128440367
😆	1.05121424716676
🏃	1.06805980292219
👋	1.0758778039291
🍆	1.0782874617737
🙏	1.08456760317375
✈	1.09258077383327
🍕	1.09920767306088
😄	1.107916945571
🎧	1.11069905672568
😸	1.11150099309562
😝	1.1265389168393
👈	1.15763998734578
✅	1.15950710559453
☆	1.16641941570694
🙈	1.16679604798871
✊	1.17033639143731
🎮	1.21743119266055
👯	1.2375190225662
📷	1.24785127957509
👶	1.25087920489297
😁	1.26225916907306
🍌	1.26912060863728
💄	1.28748957464554
💊	1.28748957464554
😜	1.29573638257324
🙊	1.32142360012654
🐧	1.32461558340871
✌	1.34051290025478
😉	1.3406359891187
🍰	1.34128440366972
🗿	1.34808604871876
☀	1.35583957793496
👅	1.36412361178175
👭	1.38511722731906
🌚	1.38926357550211
🍦	1.39319169483341
♦	1.40272221386675
💦	1.40703363914373
🔝	1.42005328973264
▬	1.43625552157662
😌	1.45132786093675
🎤	1.4618246687054
🐯	1.48330275229358
🍁	1.4870761866773
💍	1.48922018348624
🙋	1.49172756958482
👄	1.5017125382263
😎	1.50190786752002
🐣	1.50443991392004
🍺	1.55961201764829
🎵	1.57568190233266
⛔	1.58101623147495
🙆	1.58697891517785
❄	1.59391971819879
💫	1.60699825612253
🌊	1.62573635924674
👏	1.6520170918688
🍻	1.65568529329997
👍	1.66066823035737
🇸	1.69026111503176
🎸	1.69317431192661
⛄	1.69756952783515
🌴	1.7246984846923
🌈	1.7268140116764
🐱	1.72767374638683
🎄	1.74915254237288
🎶	1.75519506864375
♪	1.77107677450507
🚬	1.77522935779817
🏈	1.78076613552229
🐒	1.78219104155424
🍸	1.81868102645925
🌷	1.82420120215122
🍴	1.83869166334264
🍂	1.8453618756371
💪	1.84623293245909
😃	1.85910052185555
🌺	1.86990825688074
🙌	1.87225532122275
👌	1.89067827177919
🌞	1.91354626798052
💎	1.92170229577279
😀	1.93482476855238
🎓	2.0047539616347
🌻	2.01647847565279
🐶	2.02365484750806
😽	2.04061718098415
⭐	2.04219606485488
🏊	2.07648040033361
😇	2.09082568807339
😛	2.14103419516264
🍉	2.14767943874798
🌹	2.14862385321101
🐥	2.15677118992195
🎃	2.18628383735417
🌍	2.18828926065839
🐰	2.19124270225188
🌙	2.20509332489719
👸	2.2102405157451
🎂	2.21172577479575
⚽	2.21273664508607
😻	2.22062130112424
🐾	2.24660079981181
💕	2.27262232415902
😋	2.27592680548959
🎀	2.31740766878382
😊	2.33767630170989
🌸	2.37923269391159
💜	2.40020419927504
♥	2.40902842701131
☺	2.41170236432074
💗	2.41718098415346
💚	2.41788222028599
💝	2.4270043877144
↿	2.45902140672783
↾	2.45902140672783
♡	2.47673208686564
💓	2.48745350855443
🚨	2.49249374478732
🍹	2.50392332363691
😍	2.52126553277807
💑	2.54882524054598
💘	2.58019974451283
🍓	2.59611555729065
💋	2.60700197485189
👑	2.65053260267225
😘	2.65280862707227
💛	2.71284403669725
💖	2.717020782032
💟	2.72201834862385
😚	2.72387917604293
🐟	2.77643150901613
🎈	2.78468187990594
🎊	2.79374478732277
💙	2.82237244487365
💃	2.84118883792049
🏆	2.84809420221319
🎉	2.86158205912334
💞	2.87706021393374
❤	2.89765456721181
🎆	2.91926605504587
💐	2.96286817962337
🎁	3.0151503567788
😙	3.1433642345934
🌼	3.25512025787255
🎎	4.08341428314445
